气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,589.90,115.00,68.29,47.25,179.91,11.2147,113.3775,single
4,875.66,516.14,56.86,53.43,173.68,7.1722,88.8657,single
5,841.26,166.09,50.40,42.76,15.05,4.3440,55.8809,single
6,887.29,357.83,43.14,43.08,90.14,5.8430,41.2531,single
7,291.77,401.22,68.27,52.80,177.57,11.3961,126.6018,single
8,568.99,377.43,65.49,39.64,0.31,7.7844,87.4623,overlap
9,794.24,409.60,59.81,45.56,4.38,9.4886,83.8660,single
10,837.26,367.88,62.64,42.23,29.55,8.5806,85.2656,single
11,255.19,181.22,67.70,52.52,138.21,12.1243,123.8440,single
12,358.11,454.53,49.47,37.70,27.40,6.5018,47.4658,single
13,308.49,202.05,46.55,44.60,174.55,6.6573,49.7210,single
14,874.66,226.29,37.61,34.68,171.54,6.2146,25.2340,single
15,429.17,454.96,55.80,34.43,172.11,9.2846,55.1544,single
17,669.85,296.17,51.95,43.26,0.17,6.6160,60.0628,overlap
18,780.25,317.28,37.73,35.51,179.98,7.7739,26.0097,overlap
22,347.58,12.71,49.32,34.41,121.85,10.9345,43.0527,overlap
23,851.39,59.73,46.81,43.44,9.38,6.3898,48.9720,single
24,660.91,135.23,80.49,40.68,6.05,10.1480,135.6010,single
25,742.20,438.41,57.87,41.33,31.27,12.2058,71.2044,overlap
26,504.89,136.27,64.90,42.79,169.44,8.5792,92.7389,single
27,617.84,167.26,78.95,31.31,173.42,12.1752,100.3916,overlap
28,730.00,149.87,65.20,39.24,15.62,7.1279,85.8198,overlap
29,418.00,99.10,68.17,47.34,144.45,8.8061,113.1698,overlap
31,591.20,481.11,44.22,43.45,179.97,8.3790,43.6999,single
32,546.73,521.15,36.91,36.32,179.30,8.5925,25.4608,overlap
33,760.73,331.03,68.55,36.89,21.66,9.4008,89.1947,overlap
34,528.35,271.55,42.41,39.10,173.73,9.0482,36.1776,single
35,525.99,343.59,86.51,49.09,161.63,10.4617,188.9969,overlap
40,540.18,61.87,65.26,33.09,153.01,8.8109,72.4900,single
41,443.81,45.50,66.70,41.27,154.78,16.2103,94.4532,overlap
52,385.80,289.17,96.15,57.43,132.99,9.2898,273.1774,overlap
62,594.71,46.87,43.06,38.05,4.27,7.0791,36.2912,single
63,773.22,186.05,86.85,68.94,13.57,9.4965,267.5542,overlap
64,440.89,24.04,81.15,37.38,170.20,19.3179,126.6698,overlap
65,443.86,269.01,87.49,71.21,138.64,5.5848,280.4181,overlap
67,646.25,439.36,46.24,34.08,1.70,11.8645,37.4781,single
68,364.98,26.48,70.67,40.34,145.29,6.7592,103.6396,overlap
69,663.04,369.54,68.91,38.55,15.94,9.8824,94.1803,overlap
70,312.34,533.81,77.23,56.86,176.36,9.1395,174.4814,single
72,644.10,327.43,55.13,34.07,16.45,9.8588,53.2711,overlap
79,714.53,194.60,55.97,48.71,13.79,9.1188,78.4928,overlap
80,440.33,90.19,55.11,53.14,1.29,10.4658,83.0337,overlap
89,398.59,552.59,69.22,47.08,156.54,9.7497,116.0425,overlap
179,304.57,639.53,50.81,41.24,176.68,6.0348,54.7861,overlap
54,671.67,251.91,32.48,30.27,0.94,8.0202,16.4278,single
51,786.67,218.07,38.54,30.52,140.79,12.7370,23.3274,overlap
46,549.66,174.72,70.96,34.76,178.69,11.1060,90.0532,overlap
207,874.93,661.08,23.15,22.99,90.91,4.6394,6.3405,single
232,690.17,567.19,82.94,43.00,177.66,9.3778,152.1697,overlap
234,515.91,565.77,59.76,44.33,159.41,8.9498,81.4517,single
84,379.71,225.08,58.12,38.62,151.67,10.0991,67.1237,single
251,645.38,572.20,62.74,53.02,2.71,11.3828,107.3899,overlap
83,468.53,392.40,95.56,38.78,6.83,10.0240,182.2116,overlap
37,739.79,467.45,88.57,46.57,17.74,15.5602,187.9435,overlap
289,426.78,589.59,87.07,60.57,171.51,13.3642,236.2760,overlap
285,714.60,490.98,65.56,51.50,7.15,9.0806,113.8608,overlap
86,657.81,13.77,74.29,48.50,162.43,3.0921,137.7276,overlap
43,425.41,311.57,69.30,44.76,154.25,6.7732,110.5724,overlap
268,449.75,333.36,37.14,29.47,7.59,11.1005,20.9116,overlap
318,269.05,659.03,56.70,39.04,7.95,9.0410,64.5601,overlap
327,663.69,644.01,50.01,48.34,2.01,6.2529,62.1998,overlap
20,592.53,400.43,42.00,39.28,2.07,6.1968,35.6531,overlap
291,772.38,613.63,107.06,43.33,10.83,10.5977,255.4786,overlap
348,355.78,656.23,73.08,49.71,161.84,9.7685,136.5695,overlap
235,581.95,550.23,89.21,49.53,14.20,11.0675,202.7801,overlap
283,535.39,379.16,51.45,45.04,4.86,10.0228,61.3286,overlap
349,760.13,656.64,79.61,63.15,157.57,9.9471,205.9127,overlap
369,639.93,649.80,79.63,49.88,7.60,10.0677,162.7110,overlap
375,293.80,700.42,29.36,27.10,89.63,5.9918,12.0175,single
81,540.44,11.65,61.16,45.94,155.89,15.5832,88.3966,single
382,353.77,76.80,42.19,40.44,178.87,6.7057,37.0392,single
59,755.92,28.30,47.81,44.69,17.29,7.5205,52.5494,single
383,505.60,671.82,128.95,81.26,2.94,10.9422,695.1148,overlap
395,657.22,38.22,76.75,45.44,11.20,9.6144,137.6971,overlap
408,727.99,733.85,35.81,35.63,174.44,6.3195,23.5122,single
409,570.87,162.55,32.72,31.03,179.98,8.7062,17.0881,overlap
425,431.94,729.65,64.53,44.39,23.01,8.9513,95.0923,single
256,596.35,568.80,58.53,39.47,13.08,8.6283,69.5751,overlap
443,525.60,739.34,92.48,57.01,3.30,9.4316,250.8237,overlap
453,740.95,691.93,47.99,43.90,174.75,8.1924,52.0043,overlap
440,592.82,746.30,57.68,49.64,177.61,5.9392,84.9556,overlap
42,698.36,358.85,45.26,39.10,1.21,7.6023,41.2120,overlap
486,526.60,715.43,73.62,59.48,6.27,11.8368,165.8603,overlap
57,655.40,352.81,45.78,39.65,12.78,5.5521,42.7550,overlap
499,470.09,793.61,43.83,15.85,178.63,2.5701,15.6653,single
