气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,590.04,116.40,68.61,47.24,0.15,13.5591,114.3847,single
4,875.62,517.04,56.74,53.10,174.06,6.4567,87.9508,single
5,841.25,166.63,50.05,42.59,13.11,6.5072,54.8883,single
6,887.22,358.55,43.04,42.95,179.96,6.0712,40.9301,single
7,291.59,402.63,68.40,53.37,177.83,8.4088,128.4519,single
8,568.76,378.38,65.46,39.44,0.70,8.2184,86.9661,overlap
9,794.23,410.79,59.98,45.69,4.85,8.3319,84.5647,single
10,837.12,368.94,62.83,42.03,28.97,7.3442,85.3727,single
11,255.23,182.73,67.85,51.75,138.40,7.0466,122.5598,single
12,357.96,455.33,49.75,37.64,27.57,5.7808,47.9369,single
13,308.68,202.85,46.31,44.53,174.85,6.3858,49.1392,single
14,874.81,227.05,37.49,34.51,171.59,6.5407,24.9615,single
15,429.04,456.11,55.96,34.58,172.46,8.7378,55.7087,single
17,669.85,297.00,52.16,42.74,1.01,8.9775,59.8276,single
18,780.31,318.25,38.06,35.31,0.15,7.9421,26.3236,overlap
22,346.94,13.92,48.20,33.33,119.38,11.6700,39.8409,overlap
23,851.44,60.53,46.58,43.65,8.32,6.4387,48.7159,single
24,660.94,136.49,79.79,40.82,6.04,11.2930,133.7211,single
25,742.03,439.93,58.08,40.91,32.99,9.3246,71.0028,overlap
26,504.91,137.34,64.89,42.52,170.37,10.6736,92.1173,single
27,618.14,168.74,77.47,30.75,173.52,12.9870,94.9329,overlap
28,729.83,150.74,64.36,38.86,15.27,7.0765,82.7927,overlap
29,418.31,100.15,68.35,47.79,144.24,15.1077,114.8667,overlap
31,590.98,482.13,44.41,42.95,179.31,9.0084,43.5808,single
32,546.60,522.21,36.68,36.12,179.96,7.9637,25.0054,overlap
33,760.46,332.17,69.80,37.02,21.66,9.4371,92.7876,overlap
34,528.42,272.68,42.43,38.99,173.21,9.1048,36.1081,single
35,526.13,344.89,86.81,48.97,161.70,7.7862,189.8537,overlap
40,540.30,62.96,65.20,33.24,152.58,10.1642,72.7031,single
41,443.91,47.52,67.34,41.08,153.89,16.7305,95.8373,overlap
52,386.04,290.30,96.04,57.39,133.12,10.1952,272.3260,overlap
62,594.78,47.75,43.71,38.16,6.17,7.1620,37.5049,single
63,774.24,186.66,86.89,68.27,15.20,7.0859,265.1550,overlap
64,439.29,25.84,82.75,37.12,170.75,12.2375,130.7715,overlap
65,444.42,269.42,85.64,71.06,136.02,10.6525,268.1164,overlap
67,645.94,440.81,46.43,33.94,2.01,11.8321,37.6517,single
68,365.65,26.99,72.53,40.72,145.76,6.6757,110.2154,overlap
69,663.13,370.77,69.24,38.45,18.35,10.2689,94.8433,overlap
70,312.35,534.95,76.98,57.08,176.46,10.0425,174.0006,single
72,643.83,328.64,54.82,34.09,16.91,10.4469,52.7141,overlap
79,714.32,195.72,56.04,48.23,16.32,8.5525,77.9345,overlap
80,441.18,91.18,53.88,52.46,1.34,10.0187,78.3464,overlap
89,398.72,553.80,69.22,46.88,156.66,8.5127,115.5466,overlap
179,304.66,640.27,50.69,41.44,176.99,6.8773,54.7815,overlap
54,671.72,252.90,32.51,30.05,0.63,7.6125,16.3384,single
51,785.89,219.46,34.51,31.53,173.34,12.4609,19.3249,overlap
46,549.60,176.10,70.94,35.19,177.97,11.0393,91.0991,overlap
207,874.98,661.65,23.21,22.92,91.31,3.6547,6.3539,single
232,690.18,568.36,82.82,42.25,178.16,9.2709,149.0655,overlap
234,516.02,566.88,59.64,44.25,160.20,9.2581,80.9790,single
84,379.69,226.34,58.38,39.05,152.07,9.2038,68.4773,single
251,645.32,573.62,62.39,53.06,2.68,11.4688,106.2806,overlap
83,468.23,393.61,95.38,38.77,7.53,10.0603,181.4461,overlap
37,739.07,469.25,89.48,46.76,19.04,10.5260,192.5795,overlap
289,426.45,591.23,87.86,60.04,171.21,12.5196,238.4510,overlap
285,714.39,492.09,65.62,51.15,6.73,10.7244,113.3195,overlap
86,657.96,14.12,74.09,50.99,158.28,8.8848,144.0142,overlap
43,425.44,312.41,68.62,44.65,154.27,5.5822,108.1439,overlap
268,449.75,334.75,37.18,28.99,6.00,9.6984,20.6195,overlap
318,269.11,660.16,56.40,38.86,8.45,10.7251,63.5963,overlap
327,663.78,644.79,49.83,47.88,2.42,7.5509,61.1670,overlap
20,592.42,401.20,42.09,39.71,2.71,6.4492,36.1941,overlap
291,772.51,614.95,106.76,42.94,10.47,11.0919,251.7625,overlap
348,355.55,657.43,73.07,50.13,162.36,11.4776,137.6885,overlap
235,582.30,551.56,89.80,50.06,15.55,5.5662,207.7204,overlap
283,535.39,380.41,51.44,44.82,5.80,9.6376,61.0181,overlap
349,760.60,657.79,79.07,64.19,159.04,18.0584,206.5005,overlap
369,639.87,651.05,79.94,49.56,7.04,11.7534,162.9384,overlap
375,293.94,701.15,29.14,27.02,89.86,6.2355,11.8046,single
81,539.46,13.33,60.41,46.08,154.44,11.4944,86.5193,single
382,353.91,77.62,42.07,40.24,178.63,7.4920,36.6381,single
59,756.30,29.16,48.45,44.81,18.38,8.1196,54.1053,single
383,506.10,673.09,129.14,80.09,2.38,6.5344,687.1495,overlap
395,657.10,39.41,76.60,45.89,11.06,9.4662,138.5154,overlap
408,728.09,734.64,35.87,35.53,173.72,6.4509,23.5159,single
409,570.65,163.61,32.94,31.16,179.64,6.4698,17.3907,overlap
425,432.01,730.76,64.51,44.16,22.37,8.6339,94.5495,single
256,597.11,569.57,56.62,41.33,12.60,10.1484,68.1624,overlap
443,526.01,740.44,92.81,57.01,3.00,6.7252,252.6441,overlap
