气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,430.75,9.14,119.77,32.21,173.27,11.9329,237.7440,overlap
3,590.93,182.90,74.23,39.37,1.52,13.1152,111.5999,overlap
4,875.77,551.80,60.17,48.30,164.55,6.1236,89.9619,single
5,842.84,203.97,49.84,41.84,21.22,5.8483,53.4633,single
6,884.30,393.86,44.88,42.57,172.17,5.8362,44.1064,single
7,288.47,448.35,69.29,49.58,8.53,9.2812,122.4722,single
8,573.44,442.74,64.45,38.00,179.16,14.4035,81.2028,overlap
9,798.30,463.04,62.91,38.92,173.73,8.3520,79.2400,single
10,835.20,411.12,67.18,39.44,27.00,6.8208,91.5851,single
11,254.69,226.80,64.37,59.79,13.16,6.7934,127.4528,single
12,355.33,494.41,49.95,38.52,25.68,7.0279,49.4419,single
13,313.33,238.28,48.29,42.38,173.93,6.7654,50.8533,single
14,879.56,259.13,38.13,35.05,176.14,6.5981,26.2167,single
15,429.98,513.66,45.76,39.18,168.45,9.5390,42.2068,single
16,724.75,27.36,46.84,41.36,173.05,9.5309,46.6845,overlap
17,675.82,346.64,53.60,45.56,173.57,8.5509,67.3243,single
18,779.65,355.41,41.71,38.41,177.13,5.6445,34.3678,overlap
22,354.84,66.62,44.09,33.95,108.09,8.2293,33.9535,overlap
23,846.32,97.41,47.02,42.60,9.08,6.6548,48.4603,single
24,662.07,188.23,79.72,45.58,6.98,9.1808,149.0422,single
25,734.82,488.42,61.55,40.96,28.81,12.0541,79.8244,overlap
26,508.24,192.84,62.98,42.94,176.11,8.5149,87.6186,single
27,623.63,237.55,76.29,34.45,174.80,12.2843,103.1505,overlap
28,731.61,203.89,58.98,39.51,13.52,9.9475,70.6990,overlap
29,414.87,163.78,73.34,38.82,150.38,10.9101,107.4313,overlap
31,591.75,534.52,44.50,41.95,174.37,9.1498,42.7421,single
32,544.57,574.20,37.86,36.34,3.59,9.7881,26.7954,single
33,759.11,381.74,68.16,43.89,23.40,7.1308,104.8953,overlap
34,530.91,324.58,46.31,41.07,168.18,10.5766,45.3187,single
35,532.03,404.49,87.74,50.24,153.27,10.5980,198.9428,overlap
40,546.85,121.30,66.94,35.54,148.03,9.0172,81.9429,single
41,455.31,104.26,70.13,44.16,137.26,18.8362,111.7077,overlap
42,702.67,402.73,43.93,41.58,178.05,7.0583,41.2860,single
45,734.92,52.55,55.93,37.41,8.14,8.8105,60.2153,overlap
52,389.51,344.16,99.71,55.01,140.49,11.4695,281.4123,overlap
61,711.42,253.06,46.63,38.29,11.68,26.3149,42.8301,overlap
62,591.96,92.96,41.13,37.63,17.27,8.1769,32.7533,single
63,778.91,234.54,76.87,65.32,1.40,10.7401,198.5778,overlap
64,445.28,83.82,73.39,42.20,164.20,8.6598,116.9325,overlap
65,437.96,318.41,88.29,69.20,149.83,8.5336,277.5283,overlap
67,650.14,508.44,64.72,33.97,178.47,10.3306,73.2141,single
68,374.53,80.34,75.75,42.67,143.46,9.0337,125.9375,overlap
69,659.22,430.88,68.85,34.83,10.96,14.6437,84.9258,overlap
70,314.31,585.66,70.77,57.97,165.70,8.1778,149.3372,single
71,603.08,6.03,50.59,19.14,0.10,7.1641,25.1980,single
72,641.14,391.21,51.67,32.70,13.10,10.0698,44.9231,overlap
79,726.29,239.87,64.27,42.29,150.60,8.6123,89.8559,overlap
80,441.24,138.77,61.63,60.39,8.01,8.5743,118.0181,overlap
89,400.68,602.72,72.24,49.52,159.40,8.3214,132.9387,single
179,306.77,674.91,50.69,42.42,178.29,6.0748,56.0780,single
54,672.71,294.93,32.23,30.88,0.17,6.4585,16.5036,single
51,781.30,277.72,37.79,26.98,18.57,12.3312,19.8177,overlap
46,554.59,241.72,77.04,33.68,170.11,10.6682,102.8415,overlap
207,873.18,690.89,24.60,24.21,1.91,4.7527,7.5356,single
232,690.57,623.80,84.96,43.05,1.23,9.4505,159.8634,overlap
234,516.72,623.30,58.29,44.89,159.83,9.6989,78.4723,overlap
84,386.26,280.27,61.82,41.87,151.55,10.5706,82.3231,single
251,645.14,631.52,59.16,52.87,176.93,10.2705,95.2146,overlap
83,465.14,449.87,95.69,41.74,7.63,8.9485,196.6508,single
37,732.66,519.01,94.36,49.07,21.43,8.3353,224.7430,overlap
289,429.40,650.51,89.95,59.10,2.60,11.5714,245.9629,single
285,714.69,546.09,66.41,43.55,176.93,7.5567,98.8075,overlap
86,657.25,72.85,61.16,40.11,148.35,3.5507,77.1895,overlap
43,431.13,368.24,62.58,43.09,157.44,8.2619,86.8096,overlap
53,531.55,23.17,69.27,49.20,165.69,19.0234,121.4458,overlap
268,454.32,391.48,32.79,31.49,179.28,9.8856,17.4162,overlap
318,269.50,704.37,59.51,40.08,3.37,7.5685,73.0344,overlap
327,665.25,700.05,54.67,44.98,175.08,9.4991,69.1535,overlap
20,596.60,445.84,42.83,39.88,177.75,4.7198,37.6448,overlap
291,774.29,671.32,108.03,43.46,13.81,7.5907,260.9083,overlap
348,352.51,709.06,78.82,49.55,172.29,9.2490,158.3495,single
235,579.84,613.04,78.04,48.45,9.01,10.1624,151.7989,overlap
283,538.37,433.61,55.60,51.01,0.46,6.0381,81.1299,overlap
349,761.56,715.95,88.30,61.24,157.46,15.8858,245.6452,overlap
369,638.18,708.43,83.16,46.93,8.40,13.5586,166.9741,overlap
375,300.54,739.02,30.01,28.39,176.27,5.5960,13.1553,single
81,539.79,62.04,55.98,51.58,7.23,9.7100,83.1684,overlap
382,356.33,116.20,42.27,40.54,176.00,6.1259,37.2681,overlap
59,747.54,78.74,48.84,44.62,11.19,12.6213,54.7477,overlap
383,513.10,735.75,132.37,75.96,4.42,11.9856,684.7137,overlap
395,654.30,98.32,74.05,42.43,17.99,9.0658,119.6931,overlap
408,731.40,778.68,36.50,34.74,176.10,4.9649,23.8097,single
409,570.05,207.89,31.57,31.22,177.91,7.2148,16.0123,overlap
425,432.81,781.17,60.84,45.92,8.97,6.1403,87.4578,single
256,591.06,628.02,51.32,38.33,6.96,5.6794,51.9318,overlap
440,595.37,790.37,62.32,28.94,174.75,2.4390,57.8175,overlap
443,526.99,775.85,81.75,51.10,2.53,18.4410,175.6863,overlap
57,655.67,403.13,51.93,44.15,11.05,6.9091,61.2488,overlap
453,747.89,741.56,44.77,37.79,3.94,6.9855,38.9714,overlap
428,726.54,422.35,11.24,10.94,2.88,4.4559,0.7114,single
461,770.78,259.16,42.91,37.49,106.76,14.7346,35.5091,overlap
463,661.87,188.27,80.11,46.18,7.55,8.4334,152.4708,overlap
