气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,433.05,87.97,107.51,44.37,1.37,8.4758,263.8415,overlap
2,380.76,49.85,90.28,57.48,9.18,9.6309,240.9802,overlap
3,592.13,280.30,82.11,49.54,176.59,10.0312,171.8212,overlap
4,874.78,604.12,55.85,52.01,173.29,6.2170,83.4673,single
5,845.38,258.94,49.65,39.34,29.18,4.3902,49.8995,single
6,876.93,451.36,50.27,41.99,22.44,5.6853,54.6036,single
7,284.61,516.35,76.43,48.71,16.10,7.6246,146.4058,single
8,587.35,533.08,64.39,39.17,162.10,12.6135,83.5380,overlap
9,799.52,538.62,76.06,51.89,171.15,10.3736,154.4314,single
10,832.79,470.02,68.04,41.70,29.68,6.8334,99.3205,single
11,250.63,288.84,76.40,50.22,18.65,8.3921,150.8021,single
12,353.95,552.12,46.62,40.34,14.87,7.0297,45.1071,single
13,316.72,285.08,56.83,40.52,142.04,4.9082,67.3389,single
14,884.04,304.74,39.23,35.54,9.52,6.3469,28.1334,single
15,425.37,601.25,56.57,39.13,179.59,10.8190,64.4199,single
16,723.54,101.24,47.30,40.12,172.74,9.4885,46.1745,single
17,685.21,417.89,51.57,46.84,170.72,7.3763,64.0922,single
18,779.82,410.67,41.23,36.77,4.61,7.1536,32.1579,single
22,371.53,154.48,56.21,36.53,154.86,36.2802,59.3823,overlap
23,838.17,150.59,54.12,42.26,38.52,7.3957,63.6842,single
24,660.26,265.46,77.79,53.78,19.57,8.5813,167.4296,overlap
25,720.78,556.11,59.67,44.51,54.09,11.2885,81.5417,overlap
26,514.83,273.54,58.89,44.58,177.34,9.4297,79.5405,single
27,630.14,337.10,73.89,34.11,177.22,10.5598,95.7987,overlap
28,733.66,279.04,57.12,36.72,5.68,8.8457,61.6307,overlap
29,423.79,256.32,76.40,40.60,152.26,14.0529,121.9319,single
30,574.39,32.93,50.47,48.34,5.83,7.3947,63.3536,overlap
31,592.01,611.57,44.87,43.52,4.05,8.4477,45.0777,overlap
32,541.53,650.43,38.39,37.38,4.77,8.8590,28.3373,single
33,755.76,456.91,68.18,48.14,18.66,9.5927,115.1310,overlap
34,535.75,399.79,44.76,40.40,0.12,8.0233,41.6329,single
35,530.36,493.07,91.13,46.69,149.84,8.1013,199.4721,overlap
36,570.60,272.55,36.01,33.73,3.94,9.2418,22.5013,overlap
40,558.42,203.24,56.27,38.49,153.14,7.5451,62.6917,single
41,468.18,199.83,75.30,43.54,150.90,17.0442,127.0205,overlap
42,704.77,466.23,46.89,40.17,149.58,6.9597,45.4433,overlap
45,734.78,139.67,64.32,37.26,167.14,10.4137,79.3156,overlap
52,395.24,422.10,102.58,48.66,143.89,9.1599,263.4478,overlap
57,657.54,478.59,50.63,41.51,3.75,6.8580,54.7402,overlap
58,759.73,575.37,22.69,20.99,179.32,6.0490,5.5608,single
61,713.65,339.03,62.94,32.88,21.38,10.5543,67.0073,overlap
62,591.89,158.88,41.56,36.13,24.51,6.8878,32.1065,single
63,778.32,311.78,84.11,60.05,151.78,7.6866,218.5525,overlap
64,455.56,170.37,75.85,44.14,152.55,7.7267,130.6689,overlap
65,430.71,387.48,86.96,61.30,162.27,6.1068,238.4854,overlap
67,643.80,603.89,74.01,34.83,2.78,12.6331,98.1635,overlap
68,392.22,162.25,75.52,40.58,150.83,7.2417,119.0638,overlap
69,656.65,515.50,67.44,37.83,11.89,11.8785,88.4959,overlap
70,312.61,654.04,71.62,43.41,174.01,7.0978,114.5390,single
71,585.56,77.76,72.50,46.04,20.22,10.0508,124.4962,overlap
72,639.45,481.39,47.10,36.63,10.81,13.0323,41.8057,overlap
74,773.65,12.10,89.50,49.56,11.98,10.9336,204.2392,overlap
77,493.04,5.79,119.81,47.07,162.05,8.9959,347.5706,single
79,727.55,314.05,52.77,52.63,90.15,9.9652,75.3852,overlap
80,435.31,212.23,62.08,54.22,142.46,9.7767,107.5070,overlap
89,400.31,676.08,73.32,44.95,161.63,8.1943,124.3219,single
179,310.48,727.87,46.07,45.72,174.14,6.3934,49.9237,single
54,674.75,354.83,31.60,31.12,178.54,6.8097,15.9845,single
51,774.78,373.61,34.60,26.16,15.15,10.4936,16.1135,single
46,562.37,337.49,77.09,38.38,170.67,10.4320,117.3427,overlap
207,872.39,735.88,24.32,22.35,2.48,5.1686,6.7979,single
232,692.75,706.93,82.60,44.10,2.76,8.4267,154.7640,overlap
234,518.54,704.38,53.38,45.65,177.82,9.2244,66.9265,overlap
84,392.06,353.87,73.15,37.08,145.69,7.5778,102.0739,overlap
251,648.57,715.33,63.25,53.57,175.92,10.3674,110.2417,overlap
83,460.51,535.35,81.04,50.26,1.00,12.4103,169.8337,single
37,721.69,599.73,89.87,45.16,15.90,10.1413,187.6440,overlap
289,435.37,738.98,99.45,66.35,156.40,11.1220,337.5730,single
285,712.46,627.20,55.67,46.34,179.36,8.3945,73.8771,overlap
60,719.48,15.91,44.16,39.55,179.93,14.7610,39.6766,overlap
86,659.86,170.06,71.39,47.80,175.99,16.8593,125.3346,overlap
43,434.92,453.08,60.67,48.57,1.97,8.7458,91.9611,overlap
53,529.48,113.29,67.25,42.21,162.09,15.8588,98.2187,overlap
268,458.82,471.21,34.46,30.32,174.35,9.9034,18.5227,overlap
318,275.88,767.59,64.32,43.93,169.32,7.3742,93.5058,single
327,666.12,780.20,61.18,46.38,21.31,10.1335,89.2993,overlap
20,597.73,506.34,42.24,41.39,2.38,6.4095,37.9974,overlap
91,738.55,14.68,70.12,41.82,6.21,2.4728,105.7695,overlap
291,778.41,748.20,106.09,49.73,18.18,9.9732,287.9521,overlap
348,352.06,780.79,79.87,48.25,165.72,10.5531,158.3709,overlap
235,575.36,703.81,72.64,51.57,14.41,7.2763,140.0101,overlap
283,542.96,513.42,63.69,47.30,159.76,8.7616,98.7219,overlap
349,766.72,790.77,75.83,40.57,166.98,3.4477,120.0359,overlap
355,494.33,788.89,54.38,31.24,174.55,14.7769,47.5380,overlap
369,623.96,792.26,80.32,29.71,9.22,13.4512,98.6042,overlap
38,648.86,54.67,118.36,48.13,6.68,8.3085,346.8494,overlap
375,312.08,792.09,35.60,23.30,179.72,6.6639,15.1885,overlap
81,549.31,128.70,55.38,54.85,179.57,6.6682,86.5607,overlap
