气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
4,876.55,430.96,56.42,49.68,173.45,6.8926,81.3678,single
5,839.02,81.01,46.69,40.49,8.77,5.8395,45.4227,overlap
6,894.64,285.46,43.68,36.61,14.13,6.8324,35.9345,single
7,293.83,304.56,71.00,59.51,9.10,9.6855,154.3229,single
8,560.64,231.56,63.06,39.53,12.20,9.4736,80.8664,overlap
9,790.68,291.07,78.44,47.00,174.16,9.3201,148.7708,overlap
10,842.35,268.77,58.39,42.51,16.97,7.2359,74.5596,single
11,262.31,83.98,63.72,45.65,10.38,8.2035,95.3633,single
12,366.46,359.72,45.23,38.34,16.34,7.2971,40.3577,single
13,308.59,119.94,55.72,43.56,32.09,4.7840,69.5616,single
14,862.07,154.31,36.65,35.71,175.41,7.2047,24.6746,single
15,427.20,313.26,55.17,31.97,173.06,10.3724,50.0564,single
24,667.13,12.00,69.56,32.33,3.31,9.0618,80.4855,overlap
25,757.73,318.88,65.31,37.09,29.69,13.4958,81.3706,overlap
26,487.03,15.40,53.70,39.78,179.68,5.3479,59.0060,overlap
27,615.38,16.86,57.62,36.96,156.81,22.1729,63.1218,overlap
28,732.10,34.20,70.13,39.81,27.85,14.9239,100.7294,overlap
31,588.29,362.62,45.84,43.05,176.03,7.4778,46.5474,single
32,553.29,413.72,40.04,36.58,89.72,6.9449,30.1774,overlap
33,761.97,217.74,73.92,38.46,22.09,10.4949,108.1284,overlap
34,518.35,156.04,44.99,37.44,135.79,6.6533,38.9833,overlap
35,522.08,193.44,90.69,51.08,152.67,18.2350,216.1035,overlap
52,369.36,162.79,82.55,57.92,123.59,7.4132,203.0598,overlap
63,778.60,65.65,94.67,56.21,22.23,8.4375,259.1716,overlap
65,463.42,147.04,78.39,54.80,38.27,9.2721,173.2386,overlap
67,631.52,292.51,52.12,36.57,169.50,11.1265,51.1033,overlap
69,678.62,234.86,67.19,32.96,18.46,8.3215,76.5488,overlap
70,313.81,438.02,92.06,55.26,9.14,6.3638,240.9032,single
72,654.69,182.04,53.84,32.47,13.59,9.1341,48.4155,overlap
79,695.51,78.93,57.15,50.35,116.35,8.5425,84.5928,overlap
89,392.08,441.15,70.30,42.06,158.53,4.5199,106.9448,overlap
179,312.09,558.31,46.65,41.07,10.25,7.6229,45.9885,overlap
54,671.11,145.02,33.01,27.93,178.54,7.9011,15.6610,single
46,542.23,26.77,79.90,43.54,174.69,11.8450,143.0279,overlap
207,877.70,592.56,23.46,22.06,179.97,4.7304,6.2461,single
232,693.85,433.98,87.38,46.22,4.16,8.9497,181.5499,overlap
234,514.41,436.57,53.26,44.60,10.37,9.4052,65.0713,single
84,370.36,114.63,58.93,36.67,152.83,10.3701,65.5009,overlap
251,649.52,441.72,81.20,49.04,19.51,10.3168,166.3377,overlap
83,469.72,250.95,87.28,37.28,2.04,13.3325,146.0794,overlap
37,752.88,343.37,79.49,43.88,25.67,10.7976,142.6377,overlap
289,423.03,455.74,97.77,51.50,164.09,14.2670,253.2834,overlap
285,720.81,373.07,60.39,56.00,5.51,10.2613,105.0860,overlap
43,419.40,177.26,74.35,49.71,159.66,10.6987,141.3888,overlap
318,272.39,548.61,68.63,32.88,5.69,9.1249,79.6767,overlap
20,588.53,294.52,43.22,40.91,8.56,7.6007,39.3139,overlap
291,774.06,486.22,103.83,42.50,17.82,10.0014,235.7134,overlap
348,348.72,535.00,71.98,44.69,159.59,8.0900,119.1090,overlap
235,595.70,412.06,81.42,46.28,12.25,10.0622,157.8303,overlap
283,533.72,251.47,63.26,47.59,151.84,8.1277,97.9804,overlap
349,755.78,525.31,75.36,61.35,168.57,9.1682,179.2586,overlap
375,280.45,623.63,29.58,27.88,177.65,4.3193,12.5492,single
382,349.00,5.25,39.35,17.97,1.95,3.7413,14.3141,single
383,492.93,531.30,120.80,73.41,161.97,8.2746,551.0691,overlap
408,721.08,642.52,38.13,37.31,178.04,6.5065,27.9084,single
425,437.63,605.16,62.06,45.41,17.40,9.8419,89.9879,overlap
443,511.48,605.66,96.41,56.36,153.39,10.7252,269.5056,overlap
453,727.64,591.61,53.06,45.68,169.88,7.7614,66.1768,single
440,590.10,614.66,59.55,54.15,177.57,9.9957,98.7995,single
42,684.70,254.46,46.03,40.99,14.35,6.1101,44.6709,overlap
17,668.55,181.98,47.88,42.19,4.62,10.5574,49.7539,overlap
523,533.97,660.26,65.43,38.83,154.60,15.5224,85.5311,single
486,508.68,582.14,72.25,67.31,133.87,19.8228,180.7551,overlap
529,309.85,722.06,75.12,48.61,152.75,8.3124,141.1285,single
57,643.65,235.18,44.58,44.20,87.73,10.3233,45.1967,overlap
538,565.98,64.93,31.84,31.11,90.31,7.4972,16.2324,single
541,609.87,710.82,104.43,38.88,4.17,20.1783,218.1575,overlap
499,448.49,693.90,69.82,59.31,147.19,11.4789,148.7246,overlap
549,482.04,722.50,58.50,37.39,165.49,7.4969,65.8237,overlap
564,729.37,758.79,65.14,45.72,29.31,7.9729,99.8238,overlap
566,762.91,753.41,74.64,47.27,34.08,7.4189,135.5026,overlap
51,771.20,115.12,29.88,29.80,90.60,8.7808,13.6843,single
557,633.09,732.63,89.37,42.20,178.46,4.8667,173.3915,overlap
256,613.48,435.88,62.05,34.06,27.98,10.3256,67.4648,overlap
587,406.36,759.97,44.43,25.68,163.86,10.9567,26.0709,single
600,773.63,232.91,43.53,32.23,0.87,6.4349,31.4149,overlap
608,342.07,776.43,82.47,40.37,3.27,9.1730,141.2459,single
622,239.74,790.47,42.33,25.27,177.92,8.3797,23.2942,single
327,649.23,515.77,70.86,57.80,15.02,12.3888,149.3213,single
636,770.02,555.39,42.53,37.18,14.49,6.5105,34.6006,overlap
268,448.98,217.20,38.27,34.47,175.18,7.4681,25.9791,single
639,703.43,793.26,56.53,29.16,166.68,5.2829,47.9446,overlap
29,420.22,7.70,40.25,14.85,179.73,5.0779,12.3783,single
651,667.12,793.80,47.21,21.27,3.54,6.4229,24.3921,overlap
579,545.66,213.54,33.23,30.36,113.12,13.5378,17.2460,overlap
509,730.93,273.91,11.54,10.37,1.45,57.3575,0.7110,single
