气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
4,878.23,373.55,56.25,50.91,174.43,6.4921,82.8657,single
5,835.55,18.18,45.51,36.58,3.98,4.8113,38.9789,overlap
6,893.12,228.25,45.35,35.87,14.80,5.6782,37.9524,single
7,297.76,230.33,76.11,52.69,23.87,7.1321,157.0381,single
8,563.31,129.50,62.88,40.85,21.96,9.8010,83.0819,overlap
9,790.11,206.88,86.04,41.35,174.97,9.4631,157.4593,overlap
10,845.30,202.17,60.56,51.61,19.76,4.9323,97.3833,overlap
11,263.26,18.31,53.72,42.99,178.04,2.3730,63.8412,single
12,371.90,287.54,42.36,38.18,3.03,7.7275,35.2410,single
13,322.08,64.13,42.27,41.52,91.88,7.1339,38.1735,overlap
14,854.77,99.77,38.27,33.47,178.49,5.4903,25.2155,single
15,420.40,215.65,52.01,33.98,154.94,9.2339,47.2847,single
25,770.17,227.04,59.44,36.22,25.92,13.5469,65.8365,overlap
31,587.49,280.36,46.30,44.05,179.39,10.0084,48.5846,overlap
32,554.35,343.94,49.74,36.30,175.45,10.7888,46.2090,overlap
33,764.22,128.54,80.24,35.71,21.08,9.4291,118.3040,overlap
35,516.26,94.98,79.95,52.80,153.63,12.2572,173.6150,overlap
52,353.99,79.21,79.66,49.30,134.41,14.9140,160.9513,overlap
63,789.95,5.18,76.27,17.34,3.55,19.0288,51.8877,overlap
65,472.80,68.26,80.76,56.03,28.79,9.3537,187.9860,overlap
67,615.73,188.09,63.94,34.15,158.60,12.1027,71.8216,overlap
70,318.31,370.32,92.26,52.97,24.36,5.6981,231.9307,single
72,662.42,75.36,53.54,30.66,16.59,13.3287,45.2082,overlap
79,688.29,7.01,62.35,22.65,2.80,15.3186,45.3060,overlap
89,394.54,370.70,62.81,51.36,0.48,9.7561,104.2298,overlap
179,315.72,494.86,49.25,39.86,19.05,6.3741,49.7440,overlap
54,667.55,62.01,35.14,26.87,178.71,6.6960,17.0679,overlap
207,876.56,543.27,23.15,22.28,178.64,5.1468,6.1417,single
232,698.26,336.14,81.99,39.13,4.64,10.6577,135.3285,overlap
234,514.01,342.51,51.18,47.16,177.92,10.7479,63.5602,overlap
84,361.39,37.25,64.20,39.20,159.47,10.5439,83.1322,overlap
251,659.47,350.67,66.82,51.80,17.73,10.0051,118.9893,overlap
83,471.86,148.53,86.67,38.65,172.07,8.4868,149.3561,overlap
37,768.09,256.70,88.32,41.54,29.04,12.3425,166.6833,overlap
289,427.75,363.35,95.39,56.13,151.50,8.7758,262.7168,overlap
285,726.28,288.24,66.15,48.20,7.37,9.1978,108.4901,single
43,416.00,83.23,58.80,49.11,177.55,10.7293,87.3586,overlap
318,278.55,471.29,71.31,31.40,9.03,9.1838,82.1424,overlap
20,587.24,217.89,43.82,39.65,14.13,6.7943,39.1724,overlap
291,777.14,400.03,99.13,47.01,23.84,7.5962,237.6852,overlap
348,345.52,450.05,71.50,35.56,161.57,9.7254,93.5308,single
235,594.10,307.12,68.96,47.57,7.13,10.6992,116.3856,overlap
283,527.15,163.53,56.22,48.98,173.44,9.4914,79.6302,overlap
349,751.50,435.90,79.08,52.43,170.16,8.9693,168.6930,overlap
375,272.46,571.41,29.58,28.98,0.37,5.3553,13.0404,single
383,493.35,430.13,117.69,68.62,154.56,10.3009,488.9240,overlap
408,721.57,578.00,36.83,36.40,177.85,5.4648,25.4006,single
425,439.92,518.00,64.68,49.34,16.43,7.9994,106.1974,overlap
453,723.48,519.17,47.52,47.01,177.93,7.8400,54.6272,single
440,588.95,519.95,60.69,51.01,11.28,9.1345,96.6650,single
17,668.67,100.88,52.03,38.13,16.97,11.6925,53.1045,overlap
523,519.80,549.06,75.27,42.36,140.40,13.4168,123.4671,single
529,296.56,639.27,77.43,50.34,145.46,9.7497,155.2468,single
57,632.28,150.14,46.11,43.68,175.70,8.3019,47.7799,overlap
538,565.72,5.40,31.46,11.17,179.00,6.0112,5.6899,single
541,601.49,608.56,95.17,41.31,7.21,8.6269,192.4714,overlap
499,430.22,598.65,76.72,54.21,136.34,9.7003,164.1264,overlap
549,473.15,628.71,62.13,43.33,9.99,15.5379,86.0643,overlap
564,725.03,671.65,66.63,45.02,50.16,10.2049,102.8179,overlap
566,779.05,661.38,77.94,47.24,27.75,10.4655,147.6418,overlap
51,752.83,35.85,32.94,33.03,7.48,7.5115,18.4442,single
557,633.00,636.75,95.54,35.25,174.84,14.0498,165.5334,overlap
256,622.54,340.72,57.43,32.07,23.62,10.2923,54.4310,overlap
587,392.20,663.60,45.18,24.17,157.21,9.1773,25.3829,single
600,770.94,152.16,37.87,32.09,6.88,9.8235,23.6780,overlap
608,344.03,688.55,82.25,40.87,7.29,7.8210,142.2493,single
622,240.32,743.00,43.66,39.89,178.47,5.0863,39.1265,single
327,648.99,422.90,76.84,55.55,13.79,10.1946,168.7657,single
636,773.56,492.35,35.71,35.34,88.35,6.3954,23.1885,single
268,442.91,136.43,33.65,32.78,179.96,10.3253,19.0942,overlap
651,690.39,713.77,80.84,35.84,18.19,9.1975,120.5036,overlap
658,761.88,710.96,38.78,34.80,92.63,6.3450,26.9283,overlap
676,778.41,743.65,52.57,31.88,11.41,8.5939,45.3307,overlap
680,481.97,726.96,82.37,43.42,173.05,12.0084,151.5882,overlap
657,829.43,769.28,81.14,48.05,26.81,4.9386,162.7568,overlap
443,498.95,495.77,100.59,50.63,145.26,8.3101,263.5447,overlap
704,561.39,758.52,93.48,38.83,167.05,11.1753,174.5756,single
705,467.81,755.58,53.95,43.18,2.91,11.1836,64.6557,overlap
664,443.30,633.92,44.21,38.71,8.65,6.8026,38.9180,overlap
486,487.57,481.21,61.23,46.25,110.84,13.2259,89.1950,overlap
