气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
4,877.80,384.36,57.09,50.44,171.48,6.4458,84.5734,single
5,836.39,29.07,45.62,38.22,178.17,7.8931,40.9269,overlap
6,893.71,238.52,45.04,37.09,20.22,5.5533,38.6996,single
7,296.71,244.02,77.77,51.36,21.67,8.1202,159.7974,single
8,562.45,147.54,63.81,42.94,23.02,10.4069,89.9380,overlap
9,789.14,224.25,89.17,44.31,172.23,8.1741,181.2464,overlap
10,844.29,214.75,63.34,51.00,23.27,7.9543,105.2754,overlap
11,261.67,28.95,54.83,50.84,10.88,6.4779,78.6519,single
12,371.28,300.76,42.58,38.52,3.38,9.0045,35.9244,single
13,319.44,73.96,48.10,42.72,19.91,2.6858,50.8531,overlap
14,855.63,109.79,38.07,33.51,174.86,5.0909,24.9856,single
15,423.03,233.15,54.08,31.90,163.70,11.5894,47.9865,single
25,768.97,244.96,59.51,36.27,25.96,10.5672,66.0788,overlap
31,587.01,295.22,46.46,43.90,3.22,8.2867,48.7367,overlap
32,558.64,356.38,38.14,37.31,176.63,8.2152,27.9249,overlap
33,762.57,144.75,78.66,36.56,22.71,8.0361,116.3867,overlap
34,512.17,87.97,29.65,29.14,0.34,12.9856,13.1837,overlap
35,517.97,115.47,82.89,51.88,154.85,9.6829,183.3971,overlap
52,358.76,93.49,80.76,48.86,127.72,7.5781,163.9312,overlap
63,783.01,5.16,92.70,42.17,16.82,5.5724,186.4070,overlap
65,469.36,83.52,83.14,54.31,29.69,7.7394,193.1372,overlap
67,617.91,207.17,59.80,34.88,160.06,9.9319,64.1551,overlap
69,685.39,155.27,66.88,29.14,18.77,11.0036,67.0428,overlap
70,315.87,382.19,94.91,52.95,19.60,9.5899,245.3630,single
72,660.67,94.97,53.45,29.38,16.64,16.1020,43.1810,overlap
79,683.15,12.24,49.22,31.95,5.58,12.5251,39.8247,overlap
89,396.60,384.81,66.31,53.52,1.01,8.9671,121.0907,overlap
179,314.45,506.62,49.59,39.89,23.75,8.0269,50.4777,overlap
54,667.96,78.00,34.11,30.34,176.03,10.8588,18.1582,overlap
207,876.66,552.15,23.26,22.27,178.02,5.3502,6.2001,single
232,696.71,352.50,84.27,40.43,5.31,12.0172,147.7092,overlap
234,515.33,359.67,52.58,46.73,178.04,9.8894,66.4751,overlap
84,364.40,51.78,63.39,36.25,160.73,6.6422,74.9313,overlap
251,657.45,368.95,68.41,48.39,19.32,9.5956,116.5013,overlap
83,471.30,166.72,84.47,37.28,174.57,10.3436,136.8396,overlap
37,763.13,273.19,88.74,42.42,29.16,8.4780,171.8497,overlap
289,426.56,379.65,96.47,53.65,148.40,8.5902,256.8564,overlap
285,725.22,303.07,64.80,51.14,1.59,7.6884,110.4583,single
43,417.45,99.67,63.39,50.17,167.36,14.5914,103.7128,overlap
318,277.52,486.21,70.92,31.86,9.08,8.3633,82.4537,overlap
20,588.09,231.85,43.36,39.35,7.61,7.9472,38.0652,overlap
291,777.09,415.02,99.53,44.26,22.01,6.4542,225.5546,overlap
348,347.16,465.53,72.40,33.50,162.31,6.7723,90.3416,single
235,594.69,326.07,69.81,47.93,11.83,11.8106,120.1909,overlap
283,528.58,179.93,60.37,48.42,162.88,12.4102,90.7908,overlap
349,751.95,452.04,79.38,53.49,163.70,7.4000,173.4074,overlap
375,273.68,580.71,29.71,28.74,179.82,5.7045,13.0510,single
383,494.30,449.87,118.30,68.03,153.49,10.6103,489.7544,overlap
408,721.40,589.65,37.54,37.44,177.65,8.3682,27.1395,single
425,438.77,533.64,62.56,46.97,13.65,9.1068,94.5669,overlap
453,724.33,531.89,47.14,45.88,177.73,7.6920,52.4535,single
440,588.88,536.93,59.32,53.12,1.88,9.3831,96.1561,single
42,676.08,190.00,44.73,40.05,171.95,5.8718,41.2202,overlap
17,667.44,115.88,52.81,39.26,15.75,10.3738,56.3387,overlap
523,522.53,570.48,70.68,42.77,143.49,13.5428,109.9237,single
529,299.28,653.74,77.81,48.56,145.43,8.6912,151.2498,single
57,634.46,165.64,46.19,43.83,174.70,8.7247,48.1014,overlap
538,565.03,6.83,35.11,22.63,174.01,2.8356,14.3533,single
541,602.91,626.99,94.30,39.09,5.55,10.3427,178.8446,overlap
499,433.29,614.93,76.51,55.08,137.51,6.6615,165.8491,overlap
549,472.05,646.75,64.95,43.27,4.92,16.9229,93.9230,overlap
564,725.28,687.20,63.72,43.22,42.91,9.4919,90.2849,overlap
566,774.70,677.61,75.82,46.95,30.24,7.5494,138.8574,overlap
51,754.53,49.99,35.63,30.87,97.74,7.2325,20.1618,single
557,633.02,654.41,94.90,36.46,178.03,9.9419,168.9333,overlap
256,618.96,357.80,59.01,34.15,26.34,8.9995,61.1709,overlap
587,395.05,681.13,43.94,23.71,153.10,9.5099,23.5488,single
600,771.40,168.25,37.62,30.11,11.67,5.3366,21.9218,overlap
608,344.22,704.37,78.96,41.38,4.12,8.2544,132.7581,single
622,240.38,753.15,43.66,38.99,174.56,4.5629,38.2416,single
327,648.57,439.63,75.36,56.94,14.17,10.5866,166.3727,single
636,773.16,504.05,36.66,35.74,88.98,6.6547,24.7138,single
268,444.06,150.40,33.80,30.74,177.22,6.7960,18.0656,overlap
639,709.04,725.03,47.26,35.71,18.20,18.8756,41.0350,overlap
651,688.14,731.48,80.99,34.57,20.04,10.3336,116.6630,overlap
658,763.85,722.08,37.97,34.89,22.23,6.1270,25.8776,overlap
676,778.42,760.82,50.77,33.62,11.09,8.9066,44.5860,overlap
680,481.26,747.28,83.07,47.88,169.42,12.6220,169.9685,overlap
657,829.57,778.93,75.11,56.11,22.55,7.2289,162.8591,overlap
